code,date,lastClosingPrice,openingPrice,top,bottom,closingPrice,tradingVolume(shares),tradingVolume(yuan),change(yuan),change(%),avg price,turnover rate,ACirculatedStockValue(yuan),aggregateMarketValue(yuan),AcirculationOfCapital(shares),BCirculationOfCapital,TotalCapital,Peratio,Pbratio,Psratio,PCFratio
300001.SZ,2014/7/4,6.0393,6.0302,6.1663,5.9621,6.0937,3538141,47477753.6,0.0544,0.9016,13.4188,0.9174,5179682400,5382744000,385680000,0,400800000,45.4736,4.1911,3.9776,-328.1494
300001.SZ,2014/7/7,6.0937,6.1981,6.307,6.1255,6.1845,4588830,62981946.6,0.0907,1.4892,13.7251,1.1898,5256818400,5462904000,385680000,0,400800000,46.1508,4.2535,4.0369,-333.0362
300001.SZ,2014/7/8,6.1845,6.1845,6.1935,5.9939,6.1618,2878585,38708308,-0.0227,-0.3668,13.447,0.7464,5237534400,5442864000,385680000,0,400800000,45.9815,4.2379,4.0221,-331.8145
300001.SZ,2014/7/9,6.1618,6.2389,6.7788,6.2389,6.7788,11971424,176823415.2,0.6171,10.0147,14.7705,3.104,5762059200,5987952000,385680000,0,400800000,50.5865,4.6623,4.4249,-365.0448
300001.SZ,2014/7/10,6.7788,6.8968,6.9603,6.5384,6.8106,18671848,278502763.2,0.0318,0.4685,14.9157,4.8413,5789056800,6016008000,385680000,0,400800000,50.8235,4.6842,4.4456,-366.7552
300001.SZ,2014/7/23,6.8106,7.4912,7.4912,7.4912,7.4912,1341766,22152556.7,0.6806,9.9933,16.51,0.3479,6367576800,6617208000,385680000,0,400800000,55.9024,5.1523,4.8899,-403.4063
300001.SZ,2014/7/24,7.4912,8.2399,8.2399,7.945,8.2399,30021160,540971842.8,0.7487,9.9939,18.0197,7.784,7003948800,7278528000,385680000,0,400800000,61.4893,5.6672,5.3786,-443.7224
300001.SZ,2014/7/25,8.2399,8.1582,8.258,7.827,7.9903,15494602,273910033.5,-0.2496,-3.0286,17.6778,4.0175,6791824800,7058088000,385680000,0,400800000,59.627,5.4956,5.2157,-430.2837
300001.SZ,2014/7/28,7.9903,7.9903,8.0448,7.6863,7.8814,10202291,177158498.3,-0.1089,-1.3629,17.3646,2.6453,6699261600,6961896000,385680000,0,400800000,58.8144,5.4207,5.1446,-424.4195
300001.SZ,2014/7/29,7.8814,7.8996,8.6709,7.7907,8.6709,14789577,273085047.9,0.7895,10.0173,18.4647,3.8347,7370344800,7659288000,385680000,0,400800000,64.706,5.9637,5.6599,-466.9348
300001.SZ,2014/7/30,8.6709,8.8479,9.4922,8.7208,8.9477,19991006,399208572.8,0.2768,3.192,19.9694,5.1833,7605609600,7903776000,385680000,0,400800000,66.7714,6.154,5.8406,-481.8396
300001.SZ,2014/7/31,8.9477,8.8434,9.6555,8.7708,9.2789,14461338,294346834.8,0.3312,3.7018,20.3541,3.7496,7887156000,8196360000,385680000,0,400800000,69.2432,6.3818,6.0568,-499.6764
300001.SZ,2014/8/1,9.2789,9.1655,9.2517,8.8071,8.8797,7587195,150553813.7,-0.3993,-4.3032,19.8431,1.9672,7547757600,7843656000,385680000,0,400800000,66.2635,6.1072,5.7962,-478.1744
300001.SZ,2014/8/4,8.8797,8.7481,9.161,8.7481,8.8751,6878069,135901812.7,-0.0045,-0.0511,19.7587,1.7834,7543900800,7839648000,385680000,0,400800000,66.2297,6.1041,5.7932,-477.9301
300001.SZ,2014/8/5,8.8751,8.8116,8.9296,8.4395,8.7345,7368902,141052481.5,-0.1407,-1.5849,19.1416,1.9106,7424340000,7715400000,385680000,0,400800000,65.18,6.0074,5.7014,-470.3556
300001.SZ,2014/8/6,8.7345,8.7345,9.5285,8.6664,9.0929,11308753,228181574.5,0.3585,4.1039,20.1774,2.9322,7729027200,8032032000,385680000,0,400800000,67.8549,6.2539,5.9354,-489.6584
300001.SZ,2014/8/7,9.0929,9.0748,9.0748,8.6619,8.7027,9133128,177810447.2,-0.3902,-4.2914,19.4687,2.3681,7397342400,7687344000,385680000,0,400800000,64.943,5.9855,5.6807,-468.6452
300001.SZ,2014/8/8,8.7027,8.6346,8.7889,8.6301,8.6664,3917760,75061103.4,-0.0363,-0.4171,19.1592,1.0158,7366488000,7655280000,385680000,0,400800000,64.6721,5.9606,5.657,-466.6904
300001.SZ,2014/8/11,8.6664,8.6709,8.9296,8.6709,8.8388,4886710,95068167.4,0.1724,1.9895,19.4544,1.267,7513046400,7807584000,385680000,0,400800000,65.9588,6.0791,5.7695,-475.9754
300001.SZ,2014/8/12,8.8388,8.9386,9.1882,8.7345,8.9976,6181088,122339055,0.1588,1.7967,19.7925,1.6026,7648034400,7947864000,385680000,0,400800000,67.1439,6.1884,5.8732,-484.5273
300001.SZ,2014/8/13,8.9976,8.9205,8.9613,8.6619,8.7617,5144940,99059554.1,-0.2359,-2.6223,19.2538,1.334,7447480800,7739448000,385680000,0,400800000,65.3832,6.0261,5.7192,-471.8216
300001.SZ,2014/8/14,8.7617,8.6936,9.0022,8.6755,8.7889,4861727,94765110.1,0.0272,0.3107,19.4921,1.2606,7470621600,7763496000,385680000,0,400800000,65.5863,6.0448,5.7369,-473.2876
300001.SZ,2014/8/15,8.7889,8.7617,8.916,8.6755,8.7844,3186652,61693515.4,-0.0045,-0.0516,19.36,0.8262,7466764800,7759488000,385680000,0,400800000,65.5525,6.0417,5.734,-473.0433
300001.SZ,2014/8/18,8.7844,8.8479,9.5285,8.8479,9.2063,8232596,167261308.3,0.422,4.8037,20.317,2.1346,7825447200,8132232000,385680000,0,400800000,68.7014,6.3319,6.0094,-495.767
300001.SZ,2014/8/19,9.2063,9.1927,9.8234,8.9432,9.6828,9307445,192436337.6,0.4764,5.175,20.6755,2.4133,8230411200,8553072000,385680000,0,400800000,72.2567,6.6596,6.3204,-521.4227
300001.SZ,2014/8/20,9.6828,9.9505,10.1274,9.5966,9.7463,7734435,168611390.4,0.0635,0.656,21.8001,2.0054,8284406400,8609184000,385680000,0,400800000,72.7307,6.7033,6.3619,-524.8435
300001.SZ,2014/8/21,9.7463,9.7463,9.7463,9.2608,9.4786,6372196,133007651.9,-0.2677,-2.7467,20.8731,1.6522,8056855200,8372712000,385680000,0,400800000,70.733,6.5192,6.1871,-510.4274
300001.SZ,2014/8/22,9.4786,9.465,9.7871,9.347,9.5875,4642695,98383753,0.1089,1.1489,21.1911,1.2038,8149418400,8468904000,385680000,0,400800000,71.5456,6.5941,6.2582,-516.2916
300001.SZ,2014/8/25,9.5875,9.6646,9.6646,9.2426,9.2653,4424581,91326897.5,-0.3222,-3.3602,20.6408,1.1472,7875585600,8184336000,385680000,0,400800000,69.1416,6.3725,6.0479,-498.9434
300001.SZ,2014/8/26,9.2653,9.2653,9.3062,8.8706,8.9976,4246631,84604402.5,-0.2677,-2.8893,19.9227,1.1011,7648034400,7947864000,385680000,0,400800000,67.1439,6.1884,5.8732,-484.5273
300001.SZ,2014/8/27,8.9976,9.2563,9.3379,9.0067,9.1201,3300915,66763027.8,0.1225,1.3616,20.2256,0.8559,7752168000,8056080000,385680000,0,400800000,68.0581,6.2726,5.9531,-491.1245
300001.SZ,2014/8/28,9.1201,9.0294,9.0339,8.7708,8.8479,3650051,71520383.6,-0.2722,-2.9851,19.5944,0.9464,7520760000,7815600000,385680000,0,400800000,66.0265,6.0854,5.7754,-476.4641
300001.SZ,2014/8/29,8.8479,8.8071,9.0067,8.7571,8.9659,2366716,46239216.5,0.118,1.3333,19.5373,0.6136,7621036800,7919808000,385680000,0,400800000,66.9068,6.1665,5.8524,-482.8169
300001.SZ,2014/9/1,8.9659,8.9613,9.1837,8.8933,9.1791,3250995,65304710.3,0.2133,2.3785,20.0876,0.8429,7802306400,8108184000,385680000,0,400800000,68.4983,6.3132,5.9916,-494.3009
300001.SZ,2014/9/2,9.1791,9.2063,9.3379,9.0974,9.288,4310468,87400029.2,0.1089,1.1864,20.2762,1.1176,7894869600,8204376000,385680000,0,400800000,69.3109,6.3881,6.0627,-500.1651
300001.SZ,2014/9/3,9.288,9.3379,9.3379,9.0294,9.17,4856082,97889133.1,-0.118,-1.2702,20.158,1.2591,7794592800,8100168000,385680000,0,400800000,68.4305,6.3069,5.9857,-493.8123
300001.SZ,2014/9/4,9.17,9.0748,9.2653,9.0748,9.2608,4314307,87499676.4,0.0907,0.9896,20.2813,1.1186,7871728800,8180328000,385680000,0,400800000,69.1077,6.3694,6.045,-498.6991
300001.SZ,2014/9/5,9.2608,9.3016,9.3515,9.0838,9.1791,3183843,64181292.6,-0.0817,-0.8819,20.1584,0.8255,7802306400,8108184000,385680000,0,400800000,68.4983,6.3132,5.9916,-494.3009
300001.SZ,2014/9/9,9.1791,9.1882,9.2517,9.0748,9.1337,2688430,54238293.1,-0.0454,-0.4943,20.1747,0.6971,7763738400,8068104000,385680000,0,400800000,68.1597,6.282,5.962,-491.8575
300001.SZ,2014/9/10,9.1337,9.1655,9.3152,9.1201,9.2018,4254412,86472662.1,0.0681,0.7452,20.3254,1.1031,7821590400,8128224000,385680000,0,400800000,68.6676,6.3288,6.0064,-495.5226
300001.SZ,2014/9/11,9.2018,9.533,9.9596,9.3788,9.5421,9301424,197103424.5,0.3403,3.6982,21.1907,2.4117,8110850400,8428824000,385680000,0,400800000,71.207,6.5628,6.2286,-513.8481
300001.SZ,2014/9/12,9.5421,9.5466,9.651,9.3742,9.5058,4026616,84274198.7,-0.0363,-0.3804,20.9293,1.044,8079996000,8396760000,385680000,0,400800000,70.9362,6.5379,6.2049,-511.8934
300001.SZ,2014/9/15,9.5058,9.5285,9.5512,9.2653,9.3334,5643039,116319396.5,-0.1724,-1.8138,20.6129,1.4631,7933437600,8244456000,385680000,0,400800000,69.6495,6.4193,6.0923,-502.6085
300001.SZ,2014/9/16,9.3334,9.2381,9.3652,8.8025,8.8071,6409743,127662480.3,-0.5263,-5.6393,19.9169,1.6619,7486048800,7779528000,385680000,0,400800000,65.7218,6.0573,5.7488,-474.265
300001.SZ,2014/9/17,8.8071,8.9931,9.1065,8.7571,8.984,4688650,92142886.2,0.177,2.0093,19.6523,1.2157,7636464000,7935840000,385680000,0,400800000,67.0423,6.179,5.8643,-483.7943
300001.SZ,2014/9/18,8.984,8.9749,8.9749,8.7617,8.9069,2717768,53092880.7,-0.0771,-0.8586,19.5355,0.7047,7570898400,7867704000,385680000,0,400800000,66.4667,6.1259,5.8139,-479.6405
300001.SZ,2014/9/19,8.9069,8.8933,9.1474,8.8887,9.043,3422310,68364326,0.1361,1.5283,19.9761,0.8873,7686602400,7987944000,385680000,0,400800000,67.4825,6.2196,5.9028,-486.9707
300001.SZ,2014/9/22,9.043,9.0748,9.1201,8.8524,8.8933,2531809,50032441.5,-0.1497,-1.6558,19.7615,0.6565,7559328000,7855680000,385680000,0,400800000,66.3651,6.1166,5.8051,-478.9075
300001.SZ,2014/9/23,8.8933,8.8524,9.0158,8.8071,8.9432,2188357,43117748.6,0.0499,0.5612,19.7033,0.5674,7601752800,7899768000,385680000,0,400800000,66.7375,6.1509,5.8376,-481.5952
300001.SZ,2014/9/24,8.9432,8.9432,9.1746,8.8978,9.0929,3775434,75384555.4,0.1497,1.6743,19.9671,0.9789,7729027200,8032032000,385680000,0,400800000,67.8549,6.2539,5.9354,-489.6584
300001.SZ,2014/9/25,9.0929,9.0702,9.2971,9.0702,9.1428,4155564,84348152.8,0.0499,0.5489,20.2976,1.0775,7771452000,8076120000,385680000,0,400800000,68.2274,6.2882,5.9679,-492.3462
300001.SZ,2014/9/26,9.1428,9.2517,9.9641,9.1474,9.5648,9719773,205700089.7,0.422,4.6154,21.1631,2.5202,8130134400,8448864000,385680000,0,400800000,71.3763,6.5785,6.2434,-515.0699
300001.SZ,2014/9/29,9.5648,9.5512,9.7191,9.406,9.5194,3686635,77287041.2,-0.0454,-0.4744,20.9641,0.9559,8091566400,8408784000,385680000,0,400800000,71.0377,6.5472,6.2138,-512.6265
300001.SZ,2014/9/30,9.5194,9.5149,9.6056,9.4423,9.5466,2971085,62224475.6,0.0272,0.286,20.9434,0.7703,8114707200,8432832000,385680000,0,400800000,71.2409,6.566,6.2315,-514.0925
300001.SZ,2014/10/8,9.5466,9.6192,9.6737,9.4468,9.592,3226282,68072817.2,0.0454,0.4753,21.0995,0.8365,8153275200,8472912000,385680000,0,400800000,71.5795,6.5972,6.2612,-516.5359
300001.SZ,2014/10/9,9.592,9.6873,10.5494,9.6192,10.5494,13785364,305513613,0.9574,9.9811,22.1622,3.5743,8967060000,9318600000,385680000,0,400800000,78.7239,7.2556,6.8861,-568.0917
300001.SZ,2014/10/10,10.5494,10.5721,10.6175,10.2545,10.2772,8522334,194921983.1,-0.2722,-2.5806,22.8719,2.2097,8735652000,9078120000,385680000,0,400800000,76.6923,7.0684,6.7084,-553.4313
300001.SZ,2014/10/13,10.2772,10.4269,10.8217,10.3362,10.4224,6671167,154682560.1,0.1452,1.4128,23.1867,1.7297,8859069600,9206376000,385680000,0,400800000,77.7758,7.1683,6.8032,-561.2502
300001.SZ,2014/10/14,10.4224,10.4405,10.6402,9.8597,10.1547,6127320,138343831.4,-0.2677,-2.5686,22.5782,1.5887,8631518400,8969904000,385680000,0,400800000,75.7781,6.9841,6.6284,-546.8342
300001.SZ,2014/10/15,10.1547,9.9822,10.2363,9.896,10.0367,4071109,89951642.2,-0.118,-1.1618,22.0951,1.0556,8531241600,8865696000,385680000,0,400800000,74.8977,6.903,6.5514,-540.4813
300001.SZ,2014/10/16,10.0367,9.9777,10.377,9.7009,9.9006,7900652,175595329.2,-0.1361,-1.3562,22.2254,2.0485,8415537600,8745456000,385680000,0,400800000,73.882,6.8094,6.4626,-533.1511
300001.SZ,2014/10/17,9.9006,9.8007,9.8643,9.5285,9.6646,5264097,112066349.4,-0.2359,-2.3831,21.2888,1.3649,8214984000,8537040000,385680000,0,400800000,72.1212,6.6471,6.3085,-520.4454
300001.SZ,2014/10/20,9.6646,9.7055,9.887,9.6918,9.7871,2912096,62649428.1,0.1225,1.2676,21.5135,0.7551,8319117600,8645256000,385680000,0,400800000,73.0355,6.7314,6.3885,-527.0425
300001.SZ,2014/10/21,9.7871,9.837,9.8416,9.347,9.3833,5650743,118695166.7,-0.4038,-4.1261,21.0052,1.4651,7975862400,8288544000,385680000,0,400800000,70.0219,6.4536,6.1249,-505.2962
300001.SZ,2014/10/22,9.3833,9.3788,9.5603,9.2563,9.4151,3099364,64444485.9,0.0318,0.3385,20.7928,0.8036,8002860000,8316600000,385680000,0,400800000,70.259,6.4755,6.1457,-507.0066
300001.SZ,2014/10/23,9.4151,9.5285,9.7327,9.3924,9.4105,5628679,118755455.5,-0.0045,-0.0482,21.0983,1.4594,7999003200,8312592000,385680000,0,400800000,70.2251,6.4723,6.1427,-506.7623
300001.SZ,2014/10/24,9.4105,9.3652,9.651,9.3289,9.3924,3633538,75806739.4,-0.0181,-0.1929,20.8631,0.9421,7983576000,8296560000,385680000,0,400800000,70.0897,6.4599,6.1308,-505.7849
300001.SZ,2014/10/27,9.3924,9.3788,9.3878,9.0158,9.2789,4785693,97124191,-0.1134,-1.2077,20.2947,1.2408,7887156000,8196360000,385680000,0,400800000,69.2432,6.3818,6.0568,-499.6764
300001.SZ,2014/10/28,9.2789,9.3152,10.2091,9.3152,10.2091,12954746,282942658.1,0.9302,10.0244,21.8408,3.3589,8677800000,9018000000,385680000,0,400800000,76.1844,7.0216,6.664,-549.7662
300001.SZ,2014/10/29,10.2091,10.3452,10.7128,10.132,10.436,15711854,359867345.4,0.2269,2.2222,22.9042,4.0738,8870640000,9218400000,385680000,0,400800000,77.8774,7.1776,6.812,-561.9833
300001.SZ,2014/10/30,10.436,10.436,10.4814,10.2136,10.2227,7877228,179192871.5,-0.2133,-2.0435,22.7482,2.0424,8689370400,9030024000,385680000,0,400800000,76.286,7.031,6.6728,-550.4993
300001.SZ,2014/10/31,10.2227,10.3452,10.3679,9.9142,10.0231,7846717,175262902.5,-0.1996,-1.953,22.3358,2.0345,8519671200,8853672000,385680000,0,400800000,74.7962,6.8936,6.5425,-539.7483
300001.SZ,2014/11/3,10.0231,10.0503,10.3452,10.0503,10.141,5992740,134648968.7,0.118,1.177,22.4687,1.5538,8619948000,8957880000,385680000,0,400800000,75.6765,6.9748,6.6195,-546.1011
300001.SZ,2014/11/4,10.141,10.1138,10.191,9.8597,9.8643,4429857,97164863.8,-0.2768,-2.7293,21.9341,1.1486,8384683200,8713392000,385680000,0,400800000,73.6111,6.7844,6.4389,-531.1964
300001.SZ,2014/11/5,9.8643,9.7554,9.9732,9.7327,9.8461,3120460,67709833.2,-0.0181,-0.184,21.6987,0.8091,8369256000,8697360000,385680000,0,400800000,73.4756,6.7719,6.427,-530.219
300001.SZ,2014/11/6,9.8461,9.9369,10.2091,9.8461,10.1592,4848261,107544274.1,0.3131,3.1797,22.182,1.2571,8635375200,8973912000,385680000,0,400800000,75.812,6.9873,6.6314,-547.0785
300001.SZ,2014/11/7,10.1592,10.3815,10.5313,9.9913,10.0231,6592244,149680965,-0.1361,-1.3399,22.7056,1.7093,8519671200,8853672000,385680000,0,400800000,74.7962,6.8936,6.5425,-539.7483
300001.SZ,2014/11/10,10.0231,10.0458,10.1229,9.8552,9.9596,3794756,82920002.6,-0.0635,-0.6338,21.8512,0.9839,8465676000,8797560000,385680000,0,400800000,74.3221,6.85,6.5011,-536.3275
300001.SZ,2014/11/11,9.9596,9.887,9.955,9.1247,9.4332,6560744,137381888.2,-0.5263,-5.2847,20.94,1.7011,8018287200,8332632000,385680000,0,400800000,70.3944,6.4879,6.1575,-507.984
300001.SZ,2014/11/12,9.4332,9.3379,9.5693,9.2926,9.5648,4252211,88681669.9,0.1316,1.3949,20.8554,1.1025,8130134400,8448864000,385680000,0,400800000,71.3763,6.5785,6.2434,-515.0699
300001.SZ,2014/11/13,9.5648,9.4604,9.5693,9.0748,9.1655,5271968,107189066.1,-0.3993,-4.1746,20.3319,1.3669,7790736000,8096160000,385680000,0,400800000,68.3967,6.3038,5.9828,-493.5679
300001.SZ,2014/11/14,9.1655,9.0566,9.2971,9.0022,9.1201,3255312,65705852.3,-0.0454,-0.495,20.1842,0.844,7752168000,8056080000,385680000,0,400800000,68.0581,6.2726,5.9531,-491.1245
300001.SZ,2014/11/17,9.1201,9.1247,9.4287,9.1201,9.3016,3678294,75652802.7,0.1815,1.99,20.5674,0.9537,7906440000,8216400000,385680000,0,400800000,69.4125,6.3974,6.0716,-500.8981
300001.SZ,2014/11/18,9.3016,9.3016,9.4741,9.2245,9.2699,2525918,51995574.5,-0.0318,-0.3415,20.5848,0.6549,7879442400,8188344000,385680000,0,400800000,69.1754,6.3756,6.0509,-499.1877
300001.SZ,2014/11/19,9.2699,9.3016,9.4287,9.2109,9.3652,2656463,54601880.1,0.0953,1.0279,20.5544,0.6888,7960435200,8272512000,385680000,0,400800000,69.8865,6.4411,6.1131,-504.3189
300001.SZ,2014/11/20,9.3652,9.3697,9.5466,9.2653,9.4105,3012274,62679240.3,0.0454,0.4845,20.8079,0.781,7999003200,8312592000,385680000,0,400800000,70.2251,6.4723,6.1427,-506.7623
300001.SZ,2014/11/21,9.4105,9.4196,9.7236,9.4196,9.6555,4405542,93640126.1,0.245,2.6037,21.2551,1.1423,8207270400,8529024000,385680000,0,400800000,72.0535,6.6409,6.3026,-519.9567
300001.SZ,2014/11/24,9.6555,9.651,9.9142,9.6192,9.9096,5512026,118937934.6,0.2541,2.6316,21.5779,1.4292,8423251200,8753472000,385680000,0,400800000,73.9497,6.8156,6.4685,-533.6398
300001.SZ,2014/11/25,9.9096,9.837,10.0367,9.837,9.9732,5682946,124881486.6,0.0635,0.641,21.9748,1.4735,8477246400,8809584000,385680000,0,400800000,74.4237,6.8593,6.5099,-537.0605
300001.SZ,2014/11/26,9.9732,10.2545,10.5267,9.9732,10.014,9968538,225266958,0.0408,0.4095,22.5978,2.5847,8511957600,8845656000,385680000,0,400800000,74.7284,6.8874,6.5366,-539.2596
300001.SZ,2014/11/27,10.014,9.9142,10.0594,9.71,9.8597,7218622,156528143,-0.1543,-1.5406,21.6839,1.8717,8380826400,8709384000,385680000,0,400800000,73.5772,6.7813,6.4359,-530.952
300001.SZ,2014/11/28,9.8597,9.8234,9.8779,9.5739,9.7826,4578176,98015987,-0.0771,-0.7823,21.4094,1.187,8315260800,8641248000,385680000,0,400800000,73.0016,6.7282,6.3856,-526.7982
300001.SZ,2014/12/1,9.7826,9.7236,9.7599,9.533,9.6102,3186458,67507353.9,-0.1724,-1.7625,21.1857,0.8262,8168702400,8488944000,385680000,0,400800000,71.7149,6.6097,6.273,-517.5132
300001.SZ,2014/12/2,9.6102,9.5875,9.8325,9.533,9.7962,3332938,71716578.8,0.186,1.9358,21.5175,0.8642,8326831200,8653272000,385680000,0,400800000,73.1032,6.7376,6.3944,-527.5313
300001.SZ,2014/12/3,9.7962,9.8053,10.073,9.3924,10.0231,9941591,210900752.2,0.2269,2.3159,21.214,2.5777,8519671200,8853672000,385680000,0,400800000,74.7962,6.8936,6.5425,-539.7483
300001.SZ,2014/12/4,10.0231,10.0367,10.1274,9.8824,9.9233,7056689,154851351.3,-0.0998,-0.9959,21.9439,1.8297,8434821600,8765496000,385680000,0,400800000,74.0513,6.825,6.4774,-534.3727
300001.SZ,2014/12/5,9.9233,9.8688,9.8915,9.1655,9.465,7655724,160447702.5,-0.4583,-4.6182,20.9579,1.985,8045284800,8360688000,385680000,0,400800000,70.6314,6.5098,6.1782,-509.6944
300001.SZ,2014/12/8,9.465,9.3016,9.5058,9.1428,9.1655,9011192,183429182,-0.2995,-3.164,20.3557,2.3364,7790736000,8096160000,385680000,0,400800000,68.3967,6.3038,5.9828,-493.5679
300001.SZ,2014/12/9,9.1655,9.0748,9.2109,8.68,8.6891,9896244,195655734.5,-0.4764,-5.198,19.7707,2.5659,7385772000,7675320000,385680000,0,400800000,64.8414,5.9762,5.6718,-467.9121
300001.SZ,2014/12/10,8.6891,8.7345,8.9205,8.3942,8.7571,13069357,248261722.4,0.0681,0.7833,18.9957,3.3887,7443624000,7735440000,385680000,0,400800000,65.3493,6.023,5.7162,-471.5772
300001.SZ,2014/12/11,8.7571,8.621,8.8343,8.4622,8.7299,9754321,184726591,-0.0272,-0.3109,18.9379,2.5291,7420483200,7711392000,385680000,0,400800000,65.1461,6.0042,5.6984,-470.1112
300001.SZ,2014/12/12,8.7299,8.6891,9.043,8.6437,8.9931,7949921,155566323.8,0.2632,3.0146,19.5683,2.0613,7644177600,7943856000,385680000,0,400800000,67.11,6.1852,5.8702,-484.283
300001.SZ,2014/12/15,8.9931,9.0112,9.1655,8.8252,9.1201,6851681,136538458,0.127,1.4127,19.9277,1.7765,7752168000,8056080000,385680000,0,400800000,68.0581,6.2726,5.9531,-491.1245
300001.SZ,2014/12/16,9.1201,9.102,9.1337,8.8388,8.8615,6242605,122637834.6,-0.2586,-2.8358,19.6453,1.6186,7532330400,7827624000,385680000,0,400800000,66.1281,6.0947,5.7843,-477.1971
300001.SZ,2014/12/17,8.8615,8.798,8.798,8.6165,8.6709,4883237,93318524.9,-0.1906,-2.1505,19.11,1.2661,7370344800,7659288000,385680000,0,400800000,64.706,5.9637,5.6599,-466.9348
300001.SZ,2014/12/18,8.6709,8.621,8.7481,8.5757,8.6709,3261506,62399332.4,0,0,19.1321,0.8457,7370344800,7659288000,385680000,0,400800000,64.706,5.9637,5.6599,-466.9348
300001.SZ,2014/12/19,8.6709,8.5893,8.6709,8.2127,8.3533,6530747,120913591.9,-0.3176,-3.663,18.5145,1.6933,7100368800,7378728000,385680000,0,400800000,62.3358,5.7452,5.4526,-449.8309
300001.SZ,2014/12/22,8.3533,8.3079,8.3079,7.5184,7.5502,8046829,136686450,-0.8031,-9.6143,16.9864,2.0864,6417715200,6669312000,385680000,0,400800000,56.3426,5.1929,4.9284,-406.5827
300001.SZ,2014/12/23,7.5502,7.5366,7.8406,7.4141,7.5729,3780174,63607101.8,0.0227,0.3005,16.8265,0.9801,6436999200,6689352000,385680000,0,400800000,56.5119,5.2085,4.9432,-407.8044
300001.SZ,2014/12/24,7.5729,7.5366,7.8043,7.5366,7.7317,2771780,47033955,0.1588,2.0971,16.9689,0.7187,6571987200,6829632000,385680000,0,400800000,57.697,5.3177,5.0468,-416.3563
300001.SZ,2014/12/25,7.7317,7.7453,8.2444,7.7453,8.1446,4747906,83210591.3,0.4129,5.3404,17.5257,1.231,6922956000,7194360000,385680000,0,400800000,60.7782,5.6017,5.3164,-438.5913
300001.SZ,2014/12/26,8.1446,8.1627,8.2127,7.9858,8.0584,2733555,48496976.8,-0.0862,-1.0585,17.7414,0.7088,6849676800,7118208000,385680000,0,400800000,60.1349,5.5424,5.2601,-433.9488
300001.SZ,2014/12/29,8.0584,8.072,8.0765,7.7408,7.7816,3043098,52509132.6,-0.2768,-3.4347,17.2552,0.789,6614412000,6873720000,385680000,0,400800000,58.0695,5.352,5.0794,-419.044
300001.SZ,2014/12/30,7.7816,7.886,8.5303,7.8587,8.4894,9308689,168574692.1,0.7078,9.0962,18.1094,2.4136,7216072800,7498968000,385680000,0,400800000,63.3516,5.8388,5.5415,-457.1612
300001.SZ,2014/12/31,8.4894,8.6619,8.7027,8.3715,8.435,6673951,125577555.7,-0.0544,-0.6414,18.8161,1.7304,7169791200,7450872000,385680000,0,400800000,62.9453,5.8014,5.5059,-454.2291
300001.SZ,2015/1/5,8.435,8.4032,9.2789,7.8769,8.8615,11934308,229584641.5,0.4265,5.0565,19.2374,3.0944,7532330400,7827624000,385680000,0,400800000,49.203,5.5368,4.0515,914.0663
300001.SZ,2015/1/6,8.8615,8.7072,9.3334,8.6119,9.1428,12354743,246253030.6,0.2813,3.1746,19.9319,3.2034,7771452000,8076120000,385680000,0,400800000,50.7651,5.7126,4.1801,943.0844
300001.SZ,2015/1/7,9.1428,9.1383,9.2109,8.7708,8.8797,8182216,160917831.8,-0.2632,-2.8784,19.6668,2.1215,7547757600,7843656000,385680000,0,400800000,49.3038,5.5482,4.0597,915.9385
300001.SZ,2015/1/8,8.8797,8.866,9.0294,8.7571,8.7617,4816977,94263664.4,-0.118,-1.3286,19.5691,1.249,7447480800,7739448000,385680000,0,400800000,48.6488,5.4745,4.0058,903.7697
300001.SZ,2015/1/9,8.7617,8.7526,8.9613,8.7299,8.7617,4329893,84553443.2,0,0,19.5278,1.1227,7447480800,7739448000,385680000,0,400800000,48.6488,5.4745,4.0058,903.7697
300001.SZ,2015/1/12,8.7617,8.7617,9.0067,8.553,8.857,5300826,103534004.7,0.0953,1.0875,19.5317,1.3744,7528473600,7823616000,385680000,0,400800000,49.1779,5.534,4.0494,913.5983
300001.SZ,2015/1/13,8.857,8.8706,8.916,8.7571,8.8615,3658949,71327153.7,0.0045,0.0512,19.4939,0.9487,7532330400,7827624000,385680000,0,400800000,49.203,5.5368,4.0515,914.0663
300001.SZ,2015/1/14,8.8615,8.8479,8.9886,8.6845,8.9749,5432822,106100402.6,0.1134,1.2801,19.5295,1.4086,7628750400,7927824000,385680000,0,400800000,49.8329,5.6077,4.1033,925.7672
300001.SZ,2015/1/15,8.9749,8.9432,9.1655,8.8797,9.0022,6657926,132981499.6,0.0272,0.3033,19.9734,1.7263,7651891200,7951872000,385680000,0,400800000,49.9841,5.6247,4.1158,928.5753
300001.SZ,2015/1/16,9.0022,9.1383,9.347,9.0294,9.2517,9896355,201027537.8,0.2496,2.7722,20.3133,2.5659,7864015200,8172312000,385680000,0,400800000,51.3697,5.7806,4.2299,954.3171
300001.SZ,2015/1/19,9.2517,9.0067,9.5693,8.8524,8.9613,12378032,252592893.3,-0.2904,-3.1388,20.4065,3.2094,7617180000,7915800000,385680000,0,400800000,49.7573,5.5992,4.0971,924.363
